"","DAPI","nuc_int","nuc_wh","nuc_gm","nuc_filter","nuc_size_s","GFP","ph_int","ph_wh","ph_gm","ph_filter","ph_global","ph_size_s","ph_size_l"
"1","ch1",1,100,0.002,13,30,"ch2",1,19,0.008,13,1,4,50000
